,productId,type,sourceCountryCode,sourceLangCode,title,text,isRecommended,verifiedPurchase,verifiedReviewer,anonymousReviewer,positiveFeedbacksCount,negativeFeedbacksCount,submissionOn,updatedOn,itemType,primaryRatingValue,sec_appearance,sec_product_quality,sec_value_for_money,sec_works_as_expected,reviewerName,sec_mean,sec_primary_diff,sec_primary_abs_diff
0,70511903,web-profile,ca,en,not for Malm bedframe,this mattress is too low for the Malm bed frame,False,True,False,False,0,0,2025-11-10 17:18:23+00:00,2025-11-10 17:22:35+00:00,art,1.0,,,,,Jennifer,,,
1,70511903,email,us,en,Good quality,"Very soft, I like it",True,True,False,False,0,0,2025-11-08 05:58:15+00:00,2025-11-11 09:30:31+00:00,art,4.0,5.0,5.0,5.0,5.0,Ahmad,5.0,1.0,1.0
2,70511903,email,au,en,Good,Good,True,True,False,False,0,0,2025-11-03 00:59:06+00:00,2025-11-07 13:15:42+00:00,art,5.0,5.0,5.0,5.0,5.0,Nandar,5.0,0.0,0.0
3,70511903,email,us,en,Yay yay bedtime,The bed is good :)),True,True,False,False,0,0,2025-10-20 17:01:02+00:00,2025-10-22 10:06:08+00:00,art,5.0,5.0,5.0,5.0,5.0,Holly,5.0,0.0,0.0
4,70511903,web,us,en,Stuck with no choice but to live with disappointment on this mattress,"I purchased 2 of these mattresses, only to find out that 1 they very uncomfortable and you feel the spring on your back every time you sleep on it, and too small for the twin beds that they sell for them!
I went to return the very first week after i got them and i was told that i can only exchange them! I went to see the other options and they are all pretty much the same, now I'm stuck with these useless mattresses because of the policy that ikea offers, very disappointed!",False,False,True,False,4,0,2025-10-20 00:01:39+00:00,2025-11-10 18:33:45+00:00,art,1.0,1.0,1.0,1.0,1.0,Benno,1.0,0.0,0.0
5,70511903,email,us,en,Happy With Purchase,"this is a good mattress for the price. We bought it for my son, who finds it very comfortable and it’s a great price. Overall, we are happy with the purchase.",,True,False,False,0,0,2025-10-17 14:47:27+00:00,2025-10-21 12:48:33+00:00,art,5.0,4.0,5.0,5.0,5.0,Beth,4.75,-0.25,0.25
6,70511903,email,ca,en,"VESTERÖY Hybrid mattress, Full","I will never recommend for this mattress.  It delivered on July 10, 2025 and why I only received the rating email now.
This mattress supposed to inflat to 7 7/8"" after 72 hours.  Unfortunately I contacted Customer Service on July 25, 2025, the mattress only inflatted max 6"".  It was soft and not medium firm as described.  Customer Service confirmed that the mattress was damaged.  It wasted my time and money and it is very uncomfortable.  Never recommend to anyone for this mattress.",False,True,False,False,3,0,2025-10-11 10:26:23+00:00,2025-11-12 04:37:59+00:00,art,1.0,,,,,Veronica,,,
7,70511903,web,au,en,Worst Mattress for Back Pain,"I recently purchased this mattress after having a bad back and moving into a new place, I thought this was the perfect opportunity to upgrade my sleeping arrangements. I visited the Richmond store to test out some mattresses before I bought one, and this one seemed great. I am genuinley shocked at the difference in this product at home and from in-store. I've been second guessing myself these last few days, but I took a photo of the  product card once I had decided and I have ordered the correct mattress. It's been three nights of really uncomfortable sleep. I have a really good mattress topper which also hasn't helped. The pain is causing numbness in my arm when I sleep on my side and I'm waking up with an incredibly stiff back. I am really upset at how bad this product is and even moreso how expensive it is going to be to have to arrange a replacement since I don't drive. This is the first time I've been so disappointed in an Ikea product.",False,False,True,False,8,0,2025-10-07 22:05:46+00:00,2025-11-07 15:52:58+00:00,art,1.0,4.0,1.0,1.0,1.0,Laura,1.75,0.75,0.75
8,70511903,web,us,en,Not the European Vesteroy,"I have two Vesteroy mattresses in Europe and they are fantastic! I felt confident ordering it here the US, too. The quality is significantly worse than the European version. Made in the USA btw. It just feels cheap, without any substance. You can feel the slats through this mattress. It was also delivered dirty, the packaging was damaged during shipping and it was clearly dragged through a warehouse floor. 
Save your money and find something else.",False,False,True,False,12,0,2025-10-05 01:46:11+00:00,2025-11-12 01:56:26+00:00,art,1.0,,,,,Virag,,,
9,70511903,email,au,en,"Vesteroy ,pocket sprung mattress is our smart choice.","Vesteroy is reasonable price and comfortable 
when I sleep every night and day enjoy of relaxing and getting a lot of health benefits myself and my family.",,True,False,False,0,0,2025-10-02 08:27:41+00:00,2025-10-07 04:21:59+00:00,art,4.0,,,,,Maung,,,
10,70511903,web-profile,nl,en,Not good for more than 2 years,I bought it 2 years and 6 months ago. It’s really in bad shape now. Not recommended if you are planning to keep it for more than 2 years,,True,False,False,8,0,2025-09-28 12:45:22+00:00,2025-10-26 20:52:21+00:00,art,1.0,3.0,1.0,4.0,1.0,Anas,2.25,1.25,1.25
11,70511903,web-profile,ca,en,Horrible. You can feel your bed frame,"Horrible. You can feel your bed frame, just squeezing when you sit ir layingon it too much. And now we don't know what to do. Our kid hate it too...",False,True,False,False,1,0,2025-09-19 08:16:08+00:00,2025-10-24 13:55:04+00:00,art,1.0,1.0,1.0,1.0,1.0,Kateryna,1.0,0.0,0.0
12,70511903,email,au,en,Works well,Met all our expectations.,True,True,False,False,0,0,2025-09-19 00:48:37+00:00,2025-09-25 02:31:42+00:00,art,5.0,5.0,5.0,5.0,5.0,William,5.0,0.0,0.0
13,70511903,email,pt,en,Very very soft and good quality 😍😍,😍😍,True,True,False,False,1,0,2025-09-17 10:21:28+00:00,2025-10-19 03:27:36+00:00,art,5.0,5.0,5.0,5.0,5.0,Mandeep,5.0,0.0,0.0
14,70511903,email,us,en,Comfortable,Comfortable,True,True,False,False,1,0,2025-09-14 13:37:57+00:00,2025-10-05 20:46:27+00:00,art,5.0,5.0,5.0,5.0,5.0,Evelyn,5.0,0.0,0.0
15,70511903,email,ca,en,Good mattress,"This became my new, permanent mattress and I admit I was a little concerned at first when I got it in a roll. But, a couple months later and it has been a good mattress- no complaints at all.",True,True,False,False,4,0,2025-09-08 10:36:45+00:00,2025-10-24 13:55:17+00:00,art,4.0,4.0,4.0,4.0,4.0,Larry,4.0,0.0,0.0
16,70511903,web,ca,en,wrong size listed,"Had to return it after 3days.
Mattress is to narrow for my bed frame. .Its listed as 53 1/8 "" but is really around 52""
The top cover bunches up when you move around, creating lumps. You probably need to buy a bed cover.
Sides are very soft. The mattress flattens out when sit near the edge. Not very firm.",False,False,True,False,3,0,2025-09-07 17:20:09+00:00,2025-10-24 13:55:37+00:00,art,1.0,3.0,1.0,2.0,1.0,Ray,1.75,0.75,0.75
17,70511903,web,ca,en,Not the right size,"I had to return Vesteroy because it was to small. Ikea list the width as 53 1/8"" but it was more like 52"". Also the top cover on the mattress bunches up  when you move around. Its not stitched down tight enough.",False,False,True,False,3,0,2025-09-06 20:56:43+00:00,2025-10-30 03:39:32+00:00,art,1.0,2.0,1.0,2.0,1.0,Ray,1.5,0.5,0.5
18,70511903,app,au,en,So far so good,"I confused myself by reading thousands of mattress reviews and there is no easy choice at this price. This is a good mattress, very good indeed, considering the price. Basic, does the job & my 2 kids are happy.",,False,True,False,2,0,2025-09-05 12:16:21+00:00,2025-09-12 14:59:59+00:00,art,4.0,4.0,4.0,4.0,4.0,Mohamed Adil,4.0,0.0,0.0
19,70511903,email,au,en,Firm but comfy,"Great price, its actually a firm mattress with no soft zones, better than Sleeping Duck!",,True,False,False,5,0,2025-09-02 02:24:42+00:00,2025-10-17 00:06:48+00:00,art,5.0,5.0,5.0,5.0,5.0,Angela,5.0,0.0,0.0
20,70511903,email,es,en,Great value,"Delivered on time. Good comms.
Very happy with mattress. Very firm, good quality at a very reasonable price",,True,False,False,2,0,2025-09-01 05:56:36+00:00,2025-09-27 22:23:55+00:00,art,5.0,5.0,5.0,5.0,5.0,Andrew,5.0,0.0,0.0
21,70511903,email,ca,en,not so med-firm,this mattress was listed as medium-firm - there was no firm available so got this one - bought online so did not try it out before buying - my fault - it is more med to soft - ok but not my preference,False,True,False,False,5,0,2025-08-27 17:11:08+00:00,2025-10-25 07:07:43+00:00,art,3.0,4.0,4.0,2.0,1.0,Robert,2.75,-0.25,0.25
22,70511903,email,au,en,Comfortable mattress,This mattress is firm enough to relieve my lower back pain.,True,True,False,False,4,0,2025-08-22 13:38:15+00:00,2025-10-08 08:26:48+00:00,art,5.0,5.0,5.0,5.0,5.0,Gillian,5.0,0.0,0.0
23,70511903,email,au,en,Brilliant Mattress,Great purchase. Rolled up for easy collection. Very comfortable - great support. ,True,True,False,False,2,0,2025-08-18 03:07:39+00:00,2025-10-08 08:26:42+00:00,art,5.0,5.0,5.0,5.0,5.0,Jade,5.0,0.0,0.0
24,70511903,web,ca,en,Not the proper size listed,"I ordered two full sized mattresses and when we put them on the beds, they were not wide enough. It shows they are measured at just over 53”, even then that’s still technically an inch shy of the proper full bed measurement. Anyway, the measurement is only 52” wide. I will be returning both. Not impressed!",True,False,True,False,5,0,2025-08-17 19:49:34+00:00,2025-09-19 21:42:09+00:00,art,1.0,3.0,1.0,3.0,1.0,Stephanie,2.0,1.0,1.0
25,70511903,app,us,en,Terribly bad for my neck,I have been sleeping on this mattress for 50 days now and my neck has been hurting since. Have never had a terrible mattress like this. Hope I'll be able to at least exchange it.,False,False,True,False,14,0,2025-08-17 15:27:09+00:00,2025-11-05 17:43:09+00:00,art,1.0,1.0,1.0,1.0,1.0,Lusine,1.0,0.0,0.0
26,70511903,email,au,en,All Round Winner,"We like a firm mattress & add separate mattress toppers.  Vesteroy is an excellent price, good quality, fitted perfectly on our existing slat bedframe & the mattress was packed so we could fit it in our hatchback for transport.  Our only suggestion is more options for mattress toppers, would love to see more natural fibers - luxe wool or feather/down.",True,True,False,False,8,0,2025-08-16 01:00:22+00:00,2025-11-01 19:23:32+00:00,art,5.0,5.0,5.0,5.0,5.0,Shona,5.0,0.0,0.0
27,70511903,email,au,en,Its so comfy!,The mattress is comfy.  Finally a good night's sleep. XD,True,True,False,True,2,0,2025-08-14 01:52:20+00:00,2025-10-08 08:26:29+00:00,art,4.0,4.0,4.0,4.0,4.0,Anonymous reviewer,4.0,0.0,0.0
28,70511903,web-profile,ca,en,Delivered with a stain,"I had this mattress delivered this weekend and after unpacking it, it had a dark dirt stain on the corner. Not sure what happened :(",True,True,False,False,3,0,2025-08-11 05:26:50+00:00,2025-10-25 07:08:25+00:00,art,1.0,,,,,Marwo,,,
29,70511903,app,au,en,Long term user - amazing mattress ,"Have been using this for 3 years now and have been super happy. Writing this review here as I came here to buy another one for a different room. 

Highly recommended. ",True,False,True,False,8,0,2025-08-04 11:39:10+00:00,2025-10-30 10:27:46+00:00,art,5.0,5.0,5.0,5.0,5.0,Dev Bharat,5.0,0.0,0.0
30,70511903,app,us,en,Not medium firm — just misleadingly soft and awful for your back,"IKEA claims this mattress is medium firm, but in reality it’s way too soft and completely unsupportive. My back has never felt worse — and that includes nights spent on a metal-framed folding sofa with no mattress at all. I’m in my 30s, healthy, and have never had sleep issues before this.

After just a few weeks, the mattress started feeling uneven, offering zero support. Now, 9–10 months in, I wake up stiff and exhausted every single day. It’s honestly the worst sleep experience I’ve ever had.

If you care about your spine — avoid this model. Total disappointment.",False,False,True,False,20,0,2025-08-02 21:45:14+00:00,2025-11-06 13:21:20+00:00,art,3.0,4.0,2.0,3.0,1.0,Anna,2.5,-0.5,0.5
31,70511903,email,es,en,Very nice with topper matress,Not to firm and comfy,True,True,False,False,4,0,2025-07-30 06:25:08+00:00,2025-09-04 20:16:44+00:00,art,4.0,4.0,5.0,5.0,5.0,Sebastiaan,4.75,0.75,0.75
32,70511903,app,us,en,Soft and small,Terrible experience ,False,False,True,False,7,0,2025-07-27 05:00:04+00:00,2025-11-05 17:43:02+00:00,art,1.0,1.0,1.0,1.0,1.0,Aldar,1.0,0.0,0.0
33,70511903,email,au,en,Perfect Bed for Me ,Perfectly firm. Exactly what i wanted and expected. Reasonably priced. Thank you. ,True,True,False,False,0,0,2025-07-24 01:38:54+00:00,2025-07-28 02:08:21+00:00,art,5.0,5.0,5.0,5.0,5.0,Shruti,5.0,0.0,0.0
34,70511903,app,es,en,A good mattress ,"For the price, it’s a good mattress. Very comfortable! ",,False,True,False,2,0,2025-07-20 22:21:36+00:00,2025-08-25 13:47:34+00:00,art,5.0,5.0,4.0,5.0,5.0,Alice,4.75,-0.25,0.25
35,70511903,email,nl,en,Comfortable ,High for our bed but really comfortable ,,True,False,False,4,0,2025-07-19 08:44:04+00:00,2025-11-04 20:44:18+00:00,art,5.0,4.0,4.0,4.0,5.0,Esenur,4.25,-0.75,0.75
36,70511903,app,us,en,Unhappy ,This mattress is terrible my whole body hurt my hips are knocking my back is kicking even my shoulders hurt I recommend you do not get this  mattress not for an adult or a child I must return it I haven't had it not even 2 weeks/ I love Ikea stuff but this one is terrible..,False,False,True,False,8,0,2025-07-17 11:53:58+00:00,2025-11-05 17:43:00+00:00,art,1.0,1.0,1.0,1.0,1.0,Dorene,1.0,0.0,0.0
37,70511903,web-profile,au,en,"Cushioning nice, but got a faulty product","The cushioning of this mattress is nice and firm, as experienced in the store.  I brought it home and when placed it on the bed after opening the roll, I notice a cut on the front-side cloth-cover of the mattress.  Spent a lot of time and money in the transportation and hence not sure what to do now.  Wish there was an option of replacement but hassle-free.",True,True,False,False,6,0,2025-07-17 04:56:42+00:00,2025-10-15 22:32:32+00:00,art,3.0,4.0,5.0,3.0,4.0,Nakul,4.0,1.0,1.0
38,70511903,web-profile,us,en,Firm!,"Definitely recommend if you like firm mattresses. It’s not my preference, but my kiddo thinks it’s great.",True,True,False,False,5,0,2025-07-15 00:48:40+00:00,2025-10-18 19:03:51+00:00,art,5.0,5.0,5.0,5.0,5.0,Anonymous,5.0,0.0,0.0
39,70511903,app,nl,en,Firm and very comfortable. ,"If you struggle with back and neck pain, and you’re approximately 70/80 kg, you need this mattress. Firm option is just perfect ",True,False,True,False,16,0,2025-07-10 10:18:50+00:00,2025-10-27 17:44:46+00:00,art,5.0,5.0,5.0,5.0,5.0,Janna,5.0,0.0,0.0
40,70511903,web,ca,en,firmness good but fabric bad,"the mattress's firmness is to my taste but the fabric is so bad, it has me thinking it's actually a secondhand product. I'm not even exaggerating. ",False,False,True,False,5,0,2025-07-05 22:38:40+00:00,2025-09-19 21:42:55+00:00,art,4.0,1.0,3.0,3.0,4.0,Shirin,2.75,-1.25,1.25
41,70511903,email,au,en,Grandsons mattress ,A replacement mattress for his bed as he goes into supported care in a new home.,True,True,False,False,0,0,2025-07-02 01:26:00+00:00,2025-10-30 04:11:16+00:00,art,5.0,5.0,5.0,5.0,5.0,David,5.0,0.0,0.0
42,70511903,email,us,en,Great mattress,I’m very pleased with this mattress. It was so inexpensive and so comfortable! I’ve bought two.,True,True,False,False,8,0,2025-06-30 23:35:11+00:00,2025-09-19 00:12:37+00:00,art,5.0,5.0,5.0,5.0,5.0,Carla,5.0,0.0,0.0
43,70511903,web,au,en,Way too firm!,No one has had a good night sleep on it. Impossible to even fall asleep as you cannot get comfortable. Regret buying it.  Too big to return.,True,False,True,False,10,0,2025-06-24 02:41:02+00:00,2025-10-16 11:31:04+00:00,art,1.0,3.0,1.0,1.0,1.0,Mary,1.5,0.5,0.5
44,70511903,email,au,en,Best Mattress,"I am so in love with this mattress. It is the most comfortable mattress I have ever owned. THE best part is that it was also the cheapest mattress I have ever bought!!!
It supports my aging aching body so well that it's aching has decreased by 80%.
You can never undervalue a good night's sleep!",True,True,False,False,9,0,2025-06-15 23:03:03+00:00,2025-11-01 19:25:12+00:00,art,5.0,5.0,5.0,5.0,5.0,Christy,5.0,0.0,0.0
45,70511903,web,au,en,Great upgrade for an existing single bed,"After 1 and a half years of active use, the mattress is still a joy to sleep on. With its pocket-sprung coil design and adequate balance of firmness and comfort, it's definitely a leg up compared to the Bonnell spring mattress I had been using previously. I regularly spend hours reclining at the bed at night and it's held up really well so far.",True,False,True,False,5,0,2025-06-15 12:02:10+00:00,2025-11-01 19:25:24+00:00,art,5.0,5.0,5.0,5.0,5.0,Perry,5.0,0.0,0.0
46,70511903,email,us,en,Mattress,"Omg! I had been sleeping on a foam mattress, and I thought the next mattress I get would be the pocket spring, but omg! It’s the worst for me! I’m going back to foam! ",False,True,False,False,13,0,2025-06-10 16:28:52+00:00,2025-11-05 17:43:18+00:00,art,2.0,,,,,Valerie,,,
47,70511903,email,ca,en,Great mattress for kids,My daughter l2oved her new mattress ,True,True,False,False,0,0,2025-06-07 23:26:34+00:00,2025-06-11 07:30:00+00:00,art,5.0,5.0,3.0,5.0,5.0,Luisa,4.5,-0.5,0.5
48,70511903,email,au,en, Nice to sleep on its a pity it has to be opened for 2 days before you can sleep on it.,Nice to sleep on ,True,True,False,False,5,0,2025-06-05 10:50:17+00:00,2025-11-07 03:45:00+00:00,art,5.0,5.0,5.0,1.0,5.0,Selina,4.0,-1.0,1.0
49,70511903,email,au,en,"Excellent quality, excellent price","So glad I found this mattress. A bit like Goldilocks and the Three Bears - not too hard, not too soft, just right.",True,True,False,False,5,0,2025-05-30 02:29:10+00:00,2025-10-08 08:28:27+00:00,art,5.0,5.0,4.0,5.0,5.0,Jane,4.75,-0.25,0.25
50,70511903,email,ca,en,Comfortable ,Comfortable and sturdy ,True,True,False,False,0,0,2025-05-28 18:47:02+00:00,2025-06-03 07:11:47+00:00,art,5.0,5.0,5.0,5.0,5.0,Conrad,5.0,0.0,0.0
51,70511903,email,au,en,Comfortable and great value,"Very happy with this mattress, the first ikea mattress I’ve bought and now t hesitate to buy another.",True,True,False,False,2,0,2025-05-26 04:31:08+00:00,2025-10-08 08:28:37+00:00,art,5.0,5.0,5.0,5.0,5.0,Diane,5.0,0.0,0.0
52,70511903,email,us,en,Mattress ,The kids love the mattress. ,True,True,False,False,4,0,2025-05-23 13:32:22+00:00,2025-08-23 00:14:30+00:00,art,5.0,5.0,5.0,5.0,5.0,Anonymous,5.0,0.0,0.0
53,70511903,email,ca,en,Too soft ,Good if you are a child. Else needs to be more firm.,False,True,False,False,12,0,2025-05-22 21:38:47+00:00,2025-10-25 07:08:43+00:00,art,3.0,5.0,4.0,4.0,3.0,Chris,4.0,1.0,1.0
54,70511903,email,au,en,Great,Excellent mattress at a fraction of the price that I paid for my last one bought from an independent mattress manufacturer.  I will always buy ikea mattresses from now on. Have recommended to all my family.  ,,True,False,False,3,0,2025-05-21 21:19:35+00:00,2025-11-07 03:45:05+00:00,art,5.0,5.0,5.0,5.0,5.0,Sue,5.0,0.0,0.0
55,70511903,email,es,en,Great value,Very comfortable ,True,True,False,False,2,0,2025-05-20 06:36:28+00:00,2025-07-16 21:09:46+00:00,art,5.0,5.0,5.0,5.0,5.0,Alice,5.0,0.0,0.0
56,70511903,email,ca,en,Nice mattress!,Ordered this to fit the bed frame and very happy with it. I did add a mattress pad we had for extra plush comfort.,True,True,False,False,7,0,2025-05-19 12:58:56+00:00,2025-10-15 01:26:29+00:00,art,5.0,5.0,5.0,5.0,5.0,Paddy,5.0,0.0,0.0
57,70511903,email,es,en,my favourite mattress!,"I tried all the mattresses in the showroom before purchase, and was so happy to discover that my favourite was also the cheapest one! extremely satisfied with this purchase.",True,True,False,False,2,0,2025-05-19 09:38:33+00:00,2025-10-30 18:28:28+00:00,art,5.0,5.0,5.0,5.0,5.0,Zeynep,5.0,0.0,0.0
58,70511903,web,us,en,Cheap quality ,"Ikea USA, you really become a disappointment. I used to like your products but they get worse and worse every year with prices getting higher and higher... These mattresses, in particular, were much firmer and  comfortable eight and five years ago when I bought them for the first and second times. Yesterday we purchased the same mattress for another bed, but the quality is incomparably worse. The springs are so soft that the sides of the mattress get flat if you sit on them. Disappointment. ",False,False,True,False,33,0,2025-05-18 05:58:07+00:00,2025-11-05 17:42:53+00:00,art,1.0,3.0,1.0,1.0,1.0,Anonymous,1.5,0.5,0.5
59,70511903,email,au,en,Decent budget mattress,Needed a quick cheap mattress. We were surprised with the quality and comfort. Will be sticking with this for longer than expected. ,True,True,False,False,2,0,2025-05-18 02:28:01+00:00,2025-07-04 06:47:06+00:00,art,5.0,5.0,5.0,5.0,5.0,Mitchell,5.0,0.0,0.0
60,70511903,email,nl,en,Fast and good quality,"Very practical, its really convenient to make it go up trough the stairs. Good quality",,True,False,False,7,0,2025-05-15 07:59:44+00:00,2025-10-27 17:45:38+00:00,art,5.0,5.0,5.0,5.0,5.0,Facundo Nahuel,5.0,0.0,0.0
61,70511903,email,au,en,Best,Mattress for lower back pain relief ,,True,False,False,0,0,2025-05-12 19:20:42+00:00,2025-05-19 06:40:32+00:00,art,5.0,5.0,5.0,5.0,5.0,Muhammad,5.0,0.0,0.0
62,70511903,email,au,en,Comfortable!!  ,"Really comfortable, great first double bed for 8yr old. 
Love how easy it is to transport ",True,True,False,False,3,0,2025-05-11 01:28:01+00:00,2025-07-27 10:46:52+00:00,art,5.0,5.0,4.0,4.0,5.0,Tom,4.5,-0.5,0.5
63,70511903,email,es,en,Great value ,Very comfortable mattress and great value ,,True,False,False,0,0,2025-05-07 07:37:28+00:00,2025-08-14 14:28:30+00:00,art,5.0,5.0,5.0,5.0,5.0,Chris,5.0,0.0,0.0
64,70511903,email,es,en,Great value,Very comfortable mattress and great value ,,True,False,False,2,0,2025-05-07 07:37:09+00:00,2025-05-15 09:40:39+00:00,art,5.0,5.0,5.0,5.0,5.0,Chris,5.0,0.0,0.0
65,70511903,web-profile,us,en,Pretty comfortable,"Considering that I don't care too much for full foam mattresses, this mattress ended up being my choice. It's quite comfortable and for the price, I am quite happy",True,True,False,False,8,0,2025-04-23 15:37:46+00:00,2025-10-30 16:27:23+00:00,art,5.0,5.0,5.0,5.0,5.0,Jay,5.0,0.0,0.0
